seq,book,c,net,mape,rmse
3000.0,1.6666666666666666E-4,6.0,4000.0,23.80242488805168,319974.426836323
3000.0,1.6666666666666666E-4,6.0,4500.0,23.835027025296235,319974.9293563495
3000.0,1.6666666666666666E-4,6.0,5000.0,23.868050733938336,319975.7684169027
3000.0,1.6666666666666666E-4,6.0,5500.0,23.901497504331452,319976.944015335
3000.0,1.6666666666666666E-4,6.0,6000.0,23.935154520425332,319978.456147937
3000.0,1.6666666666666666E-4,6.0,6500.0,23.968958227728333,319980.3048099378
3000.0,1.6666666666666666E-4,6.0,7000.0,24.002874300163565,319982.4899955042
3000.0,1.6666666666666666E-4,6.0,7500.0,24.036924994996316,319985.0116977425
3000.0,1.6666666666666666E-4,6.0,8000.0,24.07107148164101,319987.8699086961
3000.0,1.6666666666666666E-4,6.0,8500.0,24.10540638949924,319991.0646193483
3000.0,1.6666666666666666E-4,6.0,9000.0,24.13996025573889,319994.5958196204
3000.0,1.6666666666666666E-4,6.0,9500.0,24.174514121978522,319998.463498373
3000.0,1.6666666666666666E-4,6.0,10000.0,24.209112324174125,320002.66764340526
3000.0,1.6666666666666666E-4,7.0,0.0,22.606710281720762,316184.87878497253
3000.0,1.6666666666666666E-4,7.0,500.0,22.601850662538293,316178.4385588443
3000.0,1.6666666666666666E-4,7.0,1000.0,22.602253395640524,316172.3492940759
3000.0,1.6666666666666666E-4,7.0,1500.0,22.61693101769061,316166.61096284725
3000.0,1.6666666666666666E-4,7.0,2000.0,22.64307554784999,316161.2225503197
3000.0,1.6666666666666666E-4,7.0,2500.0,22.67294474331047,316156.1836559767
3000.0,1.6666666666666666E-4,7.0,3000.0,22.704128274677746,316151.4942965306
3000.0,1.6666666666666666E-4,7.0,3500.0,22.73667701622937,316147.1544875351
3000.0,1.6666666666666666E-4,7.0,4000.0,22.76963081592628,316143.16424338537
3000.0,1.6666666666666666E-4,7.0,4500.0,22.802757938923683,316139.5235773177
3000.0,1.6666666666666666E-4,7.0,5000.0,22.836129601747533,316136.2325014098
3000.0,1.6666666666666666E-4,7.0,5500.0,22.87003982048299,316133.2910265793
3000.0,1.6666666666666666E-4,7.0,6000.0,22.904467532053786,316130.6991625853
3000.0,1.6666666666666666E-4,7.0,6500.0,22.939195535777145,316128.45691802684
3000.0,1.6666666666666666E-4,7.0,7000.0,22.973974213614504,316126.56430034316
3000.0,1.6666666666666666E-4,7.0,7500.0,23.008880000729366,316125.0213158141
3000.0,1.6666666666666666E-4,7.0,8000.0,23.043897852555677,316123.82796955906
3000.0,1.6666666666666666E-4,7.0,8500.0,23.079074104280615,316122.984265538
3000.0,1.6666666666666666E-4,7.0,9000.0,23.114320900537663,316122.49020654993
3000.0,1.6666666666666666E-4,7.0,9500.0,23.149762981648358,316122.3457942344
3000.0,1.6666666666666666E-4,7.0,10000.0,23.185307155759894,316122.5510290707
3000.0,1.6666666666666666E-4,8.0,0.0,22.23328620824545,314979.2371076235
3000.0,1.6666666666666666E-4,8.0,500.0,22.226870264583784,314971.93443799333
3000.0,1.6666666666666666E-4,8.0,1000.0,22.225982613596436,314964.9930743217
3000.0,1.6666666666666666E-4,8.0,1500.0,22.2392341821881,314958.4130404971
3000.0,1.6666666666666666E-4,8.0,2000.0,22.264729011367237,314952.1943591661
3000.0,1.6666666666666666E-4,8.0,2500.0,22.294225042197265,314946.33705173375
3000.0,1.6666666666666666E-4,8.0,3000.0,22.3250461052889,314940.84113836277
3000.0,1.6666666666666666E-4,8.0,3500.0,22.35722867672643,314935.70663797314
3000.0,1.6666666666666666E-4,8.0,4000.0,22.390213822170782,314930.93356824183
3000.0,1.6666666666666666E-4,8.0,4500.0,22.423562276420547,314926.5219456025
3000.0,1.6666666666666666E-4,8.0,5000.0,22.457131656313752,314922.4717852453
3000.0,1.6666666666666666E-4,8.0,5500.0,22.49100900646549,314918.783101116
3000.0,1.6666666666666666E-4,8.0,6000.0,22.52542703345733,314915.4559059176
3000.0,1.6666666666666666E-4,8.0,6500.0,22.56020709384769,314912.4902111076
3000.0,1.6666666666666666E-4,8.0,7000.0,22.595204454545204,314909.8859835796
3000.0,1.6666666666666666E-4,8.0,7500.0,22.630235628910725,314907.64220446115
3000.0,1.6666666666666666E-4,8.0,8000.0,22.665452179240493,314905.7584461944
3000.0,1.6666666666666666E-4,8.0,8500.0,22.700839585614588,314904.23471524037
3000.0,1.6666666666666666E-4,8.0,9000.0,22.736340475418096,314903.0710168252
3000.0,1.6666666666666666E-4,8.0,9500.0,22.77198910868973,314902.26735494036
3000.0,1.6666666666666666E-4,8.0,10000.0,22.80781592758127,314901.8237323425
3000.0,1.6666666666666666E-4,9.0,0.0,21.613978702749563,312639.83507733484
3000.0,1.6666666666666666E-4,9.0,500.0,21.606909409253195,312629.1221563353
3000.0,1.6666666666666666E-4,9.0,1000.0,21.6052112790795,312618.7776087404
3000.0,1.6666666666666666E-4,9.0,1500.0,21.617439369661252,312608.80147111975
3000.0,1.6666666666666666E-4,9.0,2000.0,21.642639782022265,312599.19377874525
3000.0,1.6666666666666666E-4,9.0,2500.0,21.672425386207024,312589.95456559013
3000.0,1.6666666666666666E-4,9.0,3000.0,21.703266122828122,312581.0838643287
3000.0,1.6666666666666666E-4,9.0,3500.0,21.735590981187816,312572.58170633577
3000.0,1.6666666666666666E-4,9.0,4000.0,21.76881524137236,312564.4481216858
3000.0,1.6666666666666666E-4,9.0,4500.0,21.80234953707579,312556.68313915277
3000.0,1.6666666666666666E-4,9.0,5000.0,21.836343072278964,312549.2867862092
3000.0,1.6666666666666666E-4,9.0,5500.0,21.870631449210485,312542.2590890263
3000.0,1.6666666666666666E-4,9.0,6000.0,21.905315338707016,312535.60007247265
3000.0,1.6666666666666666E-4,9.0,6500.0,21.940529164272153,312529.3097601148
3000.0,1.6666666666666666E-4,9.0,7000.0,21.97602958874599,312523.38817421603
3000.0,1.6666666666666666E-4,9.0,7500.0,22.011579771960122,312517.83533573605
3000.0,1.6666666666666666E-4,9.0,8000.0,22.04721856450452,312512.65126433095
3000.0,1.6666666666666666E-4,9.0,8500.0,22.083018534409014,312507.83597835276
3000.0,1.6666666666666666E-4,9.0,9000.0,22.119003876165078,312503.3894948491
3000.0,1.6666666666666666E-4,9.0,9500.0,22.155038217473034,312499.3118295629
3000.0,1.6666666666666666E-4,9.0,10000.0,22.191333322547752,312495.60299693176
3000.0,1.6666666666666666E-4,10.0,0.0,21.420934373278968,312515.16571012064
3000.0,1.6666666666666666E-4,10.0,500.0,21.413012507409576,312502.11664228514
3000.0,1.6666666666666666E-4,10.0,1000.0,21.41019069387074,312489.4374407622
3000.0,1.6666666666666666E-4,10.0,1500.0,21.421394760878744,312477.1281505747
3000.0,1.6666666666666666E-4,10.0,2000.0,21.445981444691775,312465.1888154402
3000.0,1.6666666666666666E-4,10.0,2500.0,21.47538530702803,312453.6194777682
3000.0,1.6666666666666666E-4,10.0,3000.0,21.506125105773606,312442.4201786601
3000.0,1.6666666666666666E-4,10.0,3500.0,21.538133844104454,312431.59095790883
3000.0,1.6666666666666666E-4,10.0,4000.0,21.5712527510434,312421.13185399765
3000.0,1.6666666666666666E-4,10.0,4500.0,21.604882537058074,312411.04290409945
3000.0,1.6666666666666666E-4,10.0,5000.0,21.638698487606064,312401.3241440767
3000.0,1.6666666666666666E-4,10.0,5500.0,21.67282019393677,312391.9756084799
3000.0,1.6666666666666666E-4,10.0,6000.0,21.707517976008745,312382.99733054766
3000.0,1.6666666666666666E-4,10.0,6500.0,21.742597573019545,312374.38934220583
3000.0,1.6666666666666666E-4,10.0,7000.0,21.77818640699781,312366.1516740671
3000.0,1.6666666666666666E-4,10.0,7500.0,21.813869381482803,312358.2843554304
3000.0,1.6666666666666666E-4,10.0,8000.0,21.849559943697297,312350.78741427994
3000.0,1.6666666666666666E-4,10.0,8500.0,21.885405403184073,312343.66087728535
3000.0,1.6666666666666666E-4,10.0,9000.0,21.921459528595452,312336.90476980124
3000.0,1.6666666666666666E-4,10.0,9500.0,21.957547154653902,312330.5191158661
3000.0,1.6666666666666666E-4,10.0,10000.0,21.99381841606933,312324.5039382021
3000.0,1.1111111111111112E-4,1.0,0.0,45.77781277828684,418894.13121501514
3000.0,1.1111111111111112E-4,1.0,500.0,45.77724116295532,418900.1087874411
3000.0,1.1111111111111112E-4,1.0,1000.0,45.777083647445345,418906.1349692096
3000.0,1.1111111111111112E-4,1.0,1500.0,45.782148395372154,418912.2097582228
3000.0,1.1111111111111112E-4,1.0,2000.0,45.79279493785339,418918.3331523661
3000.0,1.1111111111111112E-4,1.0,2500.0,45.80584586080417,418924.50514950824
3000.0,1.1111111111111112E-4,1.0,3000.0,45.81889678375494,418930.7257475009
3000.0,1.1111111111111112E-4,1.0,3500.0,45.83194770670572,418936.99494417914
3000.0,1.1111111111111112E-4,1.0,4000.0,45.84499862965647,418943.3127373613
3000.0,1.1111111111111112E-4,1.0,4500.0,45.85804955260724,418949.67912484886
3000.0,1.1111111111111112E-4,1.0,5000.0,45.87110047555802,418956.09410442645
3000.0,1.1111111111111112E-4,1.0,5500.0,45.88415139850879,418962.5576738621
3000.0,1.1111111111111112E-4,1.0,6000.0,45.89720232145956,418969.069830907
3000.0,1.1111111111111112E-4,1.0,6500.0,45.91025324441032,418975.6305732953
3000.0,1.1111111111111112E-4,1.0,7000.0,45.92330416736112,418982.2398987449
3000.0,1.1111111111111112E-4,1.0,7500.0,45.93635509031187,418988.8978049567
3000.0,1.1111111111111112E-4,1.0,8000.0,45.94940601326265,418995.6042896147
3000.0,1.1111111111111112E-4,1.0,8500.0,45.96245693621342,419002.3593503863
3000.0,1.1111111111111112E-4,1.0,9000.0,45.97550785916419,419009.1629849221
3000.0,1.1111111111111112E-4,1.0,9500.0,45.98855878211494,419016.0151908561
3000.0,1.1111111111111112E-4,1.0,10000.0,46.001609705065725,419022.91596580547
3000.0,1.1111111111111112E-4,2.0,0.0,27.52843912654879,335660.1867961925
3000.0,1.1111111111111112E-4,2.0,500.0,27.543673538326956,335679.8329368138
3000.0,1.1111111111111112E-4,2.0,1000.0,27.562520515604014,335699.74642018176
3000.0,1.1111111111111112E-4,2.0,1500.0,27.58658975631789,335719.9271987232
3000.0,1.1111111111111112E-4,2.0,2000.0,27.616240791586165,335740.3752242383
3000.0,1.1111111111111112E-4,2.0,2500.0,27.648296207323998,335761.09044790064
3000.0,1.1111111111111112E-4,2.0,3000.0,27.680351623061807,335782.072820258
3000.0,1.1111111111111112E-4,2.0,3500.0,27.71240703879963,335803.32229123235
3000.0,1.1111111111111112E-4,2.0,4000.0,27.744462454537448,335824.8388101217
3000.0,1.1111111111111112E-4,2.0,4500.0,27.776517870275253,335846.6223255995
3000.0,1.1111111111111112E-4,2.0,5000.0,27.808573286013075,335868.6727857156
3000.0,1.1111111111111112E-4,2.0,5500.0,27.84062870175088,335890.9901378973
3000.0,1.1111111111111112E-4,2.0,6000.0,27.872684117488692,335913.5743289493
3000.0,1.1111111111111112E-4,2.0,6500.0,27.904739533226508,335936.42530505493
3000.0,1.1111111111111112E-4,2.0,7000.0,27.93679494896434,335959.5430117763
3000.0,1.1111111111111112E-4,2.0,7500.0,27.968850364702156,335982.92739405535
3000.0,1.1111111111111112E-4,2.0,8000.0,28.00090578043997,336006.5783962141
3000.0,1.1111111111111112E-4,2.0,8500.0,28.03296119617778,336030.4959619558
3000.0,1.1111111111111112E-4,2.0,9000.0,28.06501661191559,336054.6800343649
3000.0,1.1111111111111112E-4,2.0,9500.0,28.09707202765341,336079.13055590866
3000.0,1.1111111111111112E-4,2.0,10000.0,28.129127443391233,336103.84746843687
3000.0,1.1111111111111112E-4,3.0,0.0,20.30590320620575,299488.13688763033
3000.0,1.1111111111111112E-4,3.0,500.0,20.312009757931822,299499.1961162743
3000.0,1.1111111111111112E-4,3.0,1000.0,20.32663151529084,299510.6398150984
3000.0,1.1111111111111112E-4,3.0,1500.0,20.353868264425543,299522.46794003504
3000.0,1.1111111111111112E-4,3.0,2000.0,20.388179883643716,299534.6804455432
3000.0,1.1111111111111112E-4,3.0,2500.0,20.425327404948835,299547.2772846094
3000.0,1.1111111111111112E-4,3.0,3000.0,20.46297397879497,299560.2584087487
3000.0,1.1111111111111112E-4,3.0,3500.0,20.50099227278613,299573.62376800564
3000.0,1.1111111111111112E-4,3.0,4000.0,20.539291196561457,299587.373310955
3000.0,1.1111111111111112E-4,3.0,4500.0,20.577801116809184,299601.5069847029
3000.0,1.1111111111111112E-4,3.0,5000.0,20.616620913725562,299616.02473488817
3000.0,1.1111111111111112E-4,3.0,5500.0,20.655670457606032,299630.9265056828
3000.0,1.1111111111111112E-4,3.0,6000.0,20.69473416357318,299646.2122397934
3000.0,1.1111111111111112E-4,3.0,6500.0,20.73379786954033,299661.881878462
3000.0,1.1111111111111112E-4,3.0,7000.0,20.772861575507477,299677.9353614677
3000.0,1.1111111111111112E-4,3.0,7500.0,20.81192528147461,299694.37262712704
3000.0,1.1111111111111112E-4,3.0,8000.0,20.85098898744177,299711.193612296
3000.0,1.1111111111111112E-4,3.0,8500.0,20.890055883258363,299728.3982523707
3000.0,1.1111111111111112E-4,3.0,9000.0,20.929125172750954,299745.9864812887
3000.0,1.1111111111111112E-4,3.0,9500.0,20.968194462243535,299763.9582315304
3000.0,1.1111111111111112E-4,3.0,10000.0,21.007272918161522,299782.31343412044
3000.0,1.1111111111111112E-4,4.0,0.0,16.82431064476653,280733.91065360047
3000.0,1.1111111111111112E-4,4.0,500.0,16.8214008423335,280739.4314252659
3000.0,1.1111111111111112E-4,4.0,1000.0,16.82601741683695,280745.4116946803
3000.0,1.1111111111111112E-4,4.0,1500.0,16.848797144817123,280751.85143248056
3000.0,1.1111111111111112E-4,4.0,2000.0,16.88193430412911,280758.7506070504
3000.0,1.1111111111111112E-4,4.0,2500.0,16.919485592296223,280766.1091845207
3000.0,1.1111111111111112E-4,4.0,3000.0,16.958419850532866,280773.92712877155
3000.0,1.1111111111111112E-4,4.0,3500.0,16.997672379815562,280782.20440143166
3000.0,1.1111111111111112E-4,4.0,4000.0,17.037357814311502,280790.94096188014
3000.0,1.1111111111111112E-4,4.0,4500.0,17.077699349287123,280800.1367672476
3000.0,1.1111111111111112E-4,4.0,5000.0,17.118316800198194,280809.7917724166
3000.0,1.1111111111111112E-4,4.0,5500.0,17.15917352225577,280819.90593002323
3000.0,1.1111111111111112E-4,4.0,6000.0,17.20036309924468,280830.4791904583
3000.0,1.1111111111111112E-4,4.0,6500.0,17.241698297156404,280841.5115018677
3000.0,1.1111111111111112E-4,4.0,7000.0,17.283180254591983,280853.0026563018
3000.0,1.1111111111111112E-4,4.0,7500.0,17.324736697864342,280864.95133973035
3000.0,1.1111111111111112E-4,4.0,8000.0,17.366293141136737,280877.357216325
3000.0,1.1111111111111112E-4,4.0,8500.0,17.407864508928153,280890.22022550827
3000.0,1.1111111111111112E-4,4.0,9000.0,17.44956990565184,280903.54030448175
3000.0,1.1111111111111112E-4,4.0,9500.0,17.491432389153392,280917.31738822756
3000.0,1.1111111111111112E-4,4.0,10000.0,17.533302978660423,280931.55140951026
3000.0,1.1111111111111112E-4,5.0,0.0,14.798902652927683,269442.25840354484
3000.0,1.1111111111111112E-4,5.0,500.0,14.790074056349091,269441.60893922
3000.0,1.1111111111111112E-4,5.0,1000.0,14.78797582463719,269441.46477096615
3000.0,1.1111111111111112E-4,5.0,1500.0,14.804805450328107,269441.825899594
3000.0,1.1111111111111112E-4,5.0,2000.0,14.836710037852432,269442.69232307194
3000.0,1.1111111111111112E-4,5.0,2500.0,14.873117072413361,269444.0640365257
3000.0,1.1111111111111112E-4,5.0,3000.0,14.911513310376419,269445.94103223796
3000.0,1.1111111111111112E-4,5.0,3500.0,14.951057427960327,269448.32329964923
3000.0,1.1111111111111112E-4,5.0,4000.0,14.99139371463316,269451.21082535817
3000.0,1.1111111111111112E-4,5.0,4500.0,15.03224954594773,269454.60359312105
3000.0,1.1111111111111112E-4,5.0,5000.0,15.07366759962024,269458.50158385356
3000.0,1.1111111111111112E-4,5.0,5500.0,15.115496987474497,269462.9047756304
3000.0,1.1111111111111112E-4,5.0,6000.0,15.157883915502115,269467.81314368587
3000.0,1.1111111111111112E-4,5.0,6500.0,15.200347761283739,269473.22666041524
3000.0,1.1111111111111112E-4,5.0,7000.0,15.242985684131721,269479.145295375
3000.0,1.1111111111111112E-4,5.0,7500.0,15.285879272803733,269485.5690152839
3000.0,1.1111111111111112E-4,5.0,8000.0,15.328935305993626,269492.4977840238
3000.0,1.1111111111111112E-4,5.0,8500.0,15.37225807292834,269499.9315626406
3000.0,1.1111111111111112E-4,5.0,9000.0,15.415597337364806,269507.8703093456
3000.0,1.1111111111111112E-4,5.0,9500.0,15.45895575138685,269516.31397951633
3000.0,1.1111111111111112E-4,5.0,10000.0,15.50237448366847,269525.2625256984
3000.0,1.1111111111111112E-4,6.0,0.0,13.625038879137744,262191.23145042354
3000.0,1.1111111111111112E-4,6.0,500.0,13.613123941439312,262187.6448146988
3000.0,1.1111111111111112E-4,6.0,1000.0,13.606367021674034,262184.6009350065
3000.0,1.1111111111111112E-4,6.0,1500.0,13.617890944043394,262182.09983025107
3000.0,1.1111111111111112E-4,6.0,2000.0,13.64774724779331,262180.14151596586
3000.0,1.1111111111111112E-4,6.0,2500.0,13.683412420484041,262178.72600431374
3000.0,1.1111111111111112E-4,6.0,3000.0,13.721275487355783,262177.8533040866
3000.0,1.1111111111111112E-4,6.0,3500.0,13.760727419495753,262177.52342070505
3000.0,1.1111111111111112E-4,6.0,4000.0,13.801216641770118,262177.73635621805
3000.0,1.1111111111111112E-4,6.0,4500.0,13.842296183255659,262178.49210930284
3000.0,1.1111111111111112E-4,6.0,5000.0,13.884183886793513,262179.7906752654
3000.0,1.1111111111111112E-4,6.0,5500.0,13.926481425247047,262181.6320460403
3000.0,1.1111111111111112E-4,6.0,6000.0,13.969148339003109,262184.01621019084
3000.0,1.1111111111111112E-4,6.0,6500.0,14.012281073810854,262186.94315290934
3000.0,1.1111111111111112E-4,6.0,7000.0,14.055825488313742,262190.4128560182
3000.0,1.1111111111111112E-4,6.0,7500.0,14.099478779257575,262194.4252979697
3000.0,1.1111111111111112E-4,6.0,8000.0,14.143349529005782,262198.98045384744
3000.0,1.1111111111111112E-4,6.0,8500.0,14.187413633824885,262204.0782953661
