seq,book,c,net,err
4000.0,8.333333333333333E-5,4.0,6500.0,7.522334604641716
4000.0,8.333333333333333E-5,4.0,7000.0,7.573087512001768
4000.0,8.333333333333333E-5,4.0,7500.0,7.623980147220091
4000.0,8.333333333333333E-5,4.0,8000.0,7.674958989611614
4000.0,8.333333333333333E-5,4.0,8500.0,7.726016085107919
4000.0,8.333333333333333E-5,4.0,9000.0,7.777134320586712
4000.0,8.333333333333333E-5,4.0,9500.0,7.828434731650288
4000.0,8.333333333333333E-5,4.0,10000.0,7.879886236536705
4000.0,8.333333333333333E-5,5.0,0.0,5.801220853051982
4000.0,8.333333333333333E-5,5.0,500.0,5.77017184483125
4000.0,8.333333333333333E-5,5.0,1000.0,5.741986263582935
4000.0,8.333333333333333E-5,5.0,1500.0,5.722314603674562
4000.0,8.333333333333333E-5,5.0,2000.0,5.7315606065851075
4000.0,8.333333333333333E-5,5.0,2500.0,5.765816003739415
4000.0,8.333333333333333E-5,5.0,3000.0,5.807533135678589
4000.0,8.333333333333333E-5,5.0,3500.0,5.852286896149212
4000.0,8.333333333333333E-5,5.0,4000.0,5.899341980359793
4000.0,8.333333333333333E-5,5.0,4500.0,5.947346735788925
4000.0,8.333333333333333E-5,5.0,5000.0,5.996415186614672
4000.0,8.333333333333333E-5,5.0,5500.0,6.046133530338666
4000.0,8.333333333333333E-5,5.0,6000.0,6.0961139217465155
4000.0,8.333333333333333E-5,5.0,6500.0,6.1466886024576235
4000.0,8.333333333333333E-5,5.0,7000.0,6.197694215843341
4000.0,8.333333333333333E-5,5.0,7500.0,6.249009038264553
4000.0,8.333333333333333E-5,5.0,8000.0,6.300442189123318
4000.0,8.333333333333333E-5,5.0,8500.0,6.352172958828448
4000.0,8.333333333333333E-5,5.0,9000.0,6.404145378484967
4000.0,8.333333333333333E-5,5.0,9500.0,6.456171257220776
4000.0,8.333333333333333E-5,5.0,10000.0,6.508259507239881
4000.0,8.333333333333333E-5,6.0,0.0,5.147891219840865
4000.0,8.333333333333333E-5,6.0,500.0,5.111290912583122
4000.0,8.333333333333333E-5,6.0,1000.0,5.07703328056968
4000.0,8.333333333333333E-5,6.0,1500.0,5.050576821878921
4000.0,8.333333333333333E-5,6.0,2000.0,5.044812480958619
4000.0,8.333333333333333E-5,6.0,2500.0,5.0728617171662185
4000.0,8.333333333333333E-5,6.0,3000.0,5.111798103078726
4000.0,8.333333333333333E-5,6.0,3500.0,5.15508491659956
4000.0,8.333333333333333E-5,6.0,4000.0,5.2009036005056135
4000.0,8.333333333333333E-5,6.0,4500.0,5.2481925210459375
4000.0,8.333333333333333E-5,6.0,5000.0,5.296355413529819
4000.0,8.333333333333333E-5,6.0,5500.0,5.345628982081647
4000.0,8.333333333333333E-5,6.0,6000.0,5.395628389965784
4000.0,8.333333333333333E-5,6.0,6500.0,5.445768798347481
4000.0,8.333333333333333E-5,6.0,7000.0,5.496621973643739
4000.0,8.333333333333333E-5,6.0,7500.0,5.547853521479098
4000.0,8.333333333333333E-5,6.0,8000.0,5.599367741496797
4000.0,8.333333333333333E-5,6.0,8500.0,5.651201852409294
4000.0,8.333333333333333E-5,6.0,9000.0,5.703180874825882
4000.0,8.333333333333333E-5,6.0,9500.0,5.755476613091806
4000.0,8.333333333333333E-5,6.0,10000.0,5.807898458794174
4000.0,8.333333333333333E-5,7.0,0.0,4.574924847884739
4000.0,8.333333333333333E-5,7.0,500.0,4.535257698750838
4000.0,8.333333333333333E-5,7.0,1000.0,4.497411541410276
4000.0,8.333333333333333E-5,7.0,1500.0,4.465954086867304
4000.0,8.333333333333333E-5,7.0,2000.0,4.450923309357524
4000.0,8.333333333333333E-5,7.0,2500.0,4.471968169464784
4000.0,8.333333333333333E-5,7.0,3000.0,4.508519142195822
4000.0,8.333333333333333E-5,7.0,3500.0,4.550443541341368
4000.0,8.333333333333333E-5,7.0,4000.0,4.595288714301725
4000.0,8.333333333333333E-5,7.0,4500.0,4.642208492296489
4000.0,8.333333333333333E-5,7.0,5000.0,4.690096244313217
4000.0,8.333333333333333E-5,7.0,5500.0,4.739024476693156
4000.0,8.333333333333333E-5,7.0,6000.0,4.788928083351181
4000.0,8.333333333333333E-5,7.0,6500.0,4.839415813986171
4000.0,8.333333333333333E-5,7.0,7000.0,4.890168620202673
4000.0,8.333333333333333E-5,7.0,7500.0,4.9414544225049655
4000.0,8.333333333333333E-5,7.0,8000.0,4.993148165825665
4000.0,8.333333333333333E-5,7.0,8500.0,5.045209584496212
4000.0,8.333333333333333E-5,7.0,9000.0,5.097441010383237
4000.0,8.333333333333333E-5,7.0,9500.0,5.149948831009986
4000.0,8.333333333333333E-5,7.0,10000.0,5.202820557181838
4000.0,8.333333333333333E-5,8.0,0.0,4.218860111110567
4000.0,8.333333333333333E-5,8.0,500.0,4.177163207512201
4000.0,8.333333333333333E-5,8.0,1000.0,4.137490687931693
4000.0,8.333333333333333E-5,8.0,1500.0,4.102959476123368
4000.0,8.333333333333333E-5,8.0,2000.0,4.082168997800928
4000.0,8.333333333333333E-5,8.0,2500.0,4.095128043367978
4000.0,8.333333333333333E-5,8.0,3000.0,4.129277426656768
4000.0,8.333333333333333E-5,8.0,3500.0,4.169954643249535
4000.0,8.333333333333333E-5,8.0,4000.0,4.21408632217968
4000.0,8.333333333333333E-5,8.0,4500.0,4.2601612414557275
4000.0,8.333333333333333E-5,8.0,5000.0,4.307861513151376
4000.0,8.333333333333333E-5,8.0,5500.0,4.35638718567875
4000.0,8.333333333333333E-5,8.0,6000.0,4.405949104518166
4000.0,8.333333333333333E-5,8.0,6500.0,4.456365498426701
4000.0,8.333333333333333E-5,8.0,7000.0,4.5071858930855315
4000.0,8.333333333333333E-5,8.0,7500.0,4.558499567110666
4000.0,8.333333333333333E-5,8.0,8000.0,4.610132183856246
4000.0,8.333333333333333E-5,8.0,8500.0,4.6621405241938545
4000.0,8.333333333333333E-5,8.0,9000.0,4.714617956944522
4000.0,8.333333333333333E-5,8.0,9500.0,4.767139166830028
4000.0,8.333333333333333E-5,8.0,10000.0,4.819922108257171
4000.0,8.333333333333333E-5,9.0,0.0,4.0753252958934185
4000.0,8.333333333333333E-5,9.0,500.0,4.031732205033357
4000.0,8.333333333333333E-5,9.0,1000.0,3.9899875835758953
4000.0,8.333333333333333E-5,9.0,1500.0,3.9539744658090017
4000.0,8.333333333333333E-5,9.0,2000.0,3.929131635076995
4000.0,8.333333333333333E-5,9.0,2500.0,3.9348389570296964
4000.0,8.333333333333333E-5,9.0,3000.0,3.966403912240583
4000.0,8.333333333333333E-5,9.0,3500.0,4.005729866112457
4000.0,8.333333333333333E-5,9.0,4000.0,4.049106563842345
4000.0,8.333333333333333E-5,9.0,4500.0,4.094614522084897
4000.0,8.333333333333333E-5,9.0,5000.0,4.141639799839621
4000.0,8.333333333333333E-5,9.0,5500.0,4.1897081151223174
4000.0,8.333333333333333E-5,9.0,6000.0,4.2390240435611455
4000.0,8.333333333333333E-5,9.0,6500.0,4.289010909623438
4000.0,8.333333333333333E-5,9.0,7000.0,4.339659999701757
4000.0,8.333333333333333E-5,9.0,7500.0,4.390756498996274
4000.0,8.333333333333333E-5,9.0,8000.0,4.44229840401264
4000.0,8.333333333333333E-5,9.0,8500.0,4.4941480422058016
4000.0,8.333333333333333E-5,9.0,9000.0,4.546397667546163
4000.0,8.333333333333333E-5,9.0,9500.0,4.598962593871482
4000.0,8.333333333333333E-5,9.0,10000.0,4.651618417439411
4000.0,8.333333333333333E-5,10.0,0.0,3.9879014711009946
4000.0,8.333333333333333E-5,10.0,500.0,3.943201295097757
4000.0,8.333333333333333E-5,10.0,1000.0,3.8998937821978426
4000.0,8.333333333333333E-5,10.0,1500.0,3.862046630468205
4000.0,8.333333333333333E-5,10.0,2000.0,3.834983208686743
4000.0,8.333333333333333E-5,10.0,2500.0,3.8349215037345172
4000.0,8.333333333333333E-5,10.0,3000.0,3.863401013890984
4000.0,8.333333333333333E-5,10.0,3500.0,3.9014652920770168
4000.0,8.333333333333333E-5,10.0,4000.0,3.943945139495316
4000.0,8.333333333333333E-5,10.0,4500.0,3.988761135724767
4000.0,8.333333333333333E-5,10.0,5000.0,4.035367472448423
4000.0,8.333333333333333E-5,10.0,5500.0,4.08299352804401
4000.0,8.333333333333333E-5,10.0,6000.0,4.131784935963959
4000.0,8.333333333333333E-5,10.0,6500.0,4.181526697095251
4000.0,8.333333333333333E-5,10.0,7000.0,4.231846476160488
4000.0,8.333333333333333E-5,10.0,7500.0,4.282613420766987
4000.0,8.333333333333333E-5,10.0,8000.0,4.333979089074747
4000.0,8.333333333333333E-5,10.0,8500.0,4.385701403571673
4000.0,8.333333333333333E-5,10.0,9000.0,4.43767326848481
4000.0,8.333333333333333E-5,10.0,9500.0,4.490084213413788
4000.0,8.333333333333333E-5,10.0,10000.0,4.542626186987668
4000.0,6.25E-5,1.0,0.0,41.07880310021398
4000.0,6.25E-5,1.0,500.0,41.081435578285465
4000.0,6.25E-5,1.0,1000.0,41.084170362383524
4000.0,6.25E-5,1.0,1500.0,41.09045928026018
4000.0,6.25E-5,1.0,2000.0,41.1012163430655
4000.0,6.25E-5,1.0,2500.0,41.116439969383926
4000.0,6.25E-5,1.0,3000.0,41.1332062629719
4000.0,6.25E-5,1.0,3500.0,41.15085873422516
4000.0,6.25E-5,1.0,4000.0,41.169153707822126
4000.0,6.25E-5,1.0,4500.0,41.18746172288443
4000.0,6.25E-5,1.0,5000.0,41.20576973794674
4000.0,6.25E-5,1.0,5500.0,41.224077753009055
4000.0,6.25E-5,1.0,6000.0,41.242385768071365
4000.0,6.25E-5,1.0,6500.0,41.260693783133675
4000.0,6.25E-5,1.0,7000.0,41.27900179819598
4000.0,6.25E-5,1.0,7500.0,41.2973098132583
4000.0,6.25E-5,1.0,8000.0,41.315617828320576
4000.0,6.25E-5,1.0,8500.0,41.333925843382886
4000.0,6.25E-5,1.0,9000.0,41.35223385844521
4000.0,6.25E-5,1.0,9500.0,41.3705418735075
4000.0,6.25E-5,1.0,10000.0,41.38884988856982
4000.0,6.25E-5,2.0,0.0,10.700438374017622
4000.0,6.25E-5,2.0,500.0,10.716097107367485
4000.0,6.25E-5,2.0,1000.0,10.74114599780636
4000.0,6.25E-5,2.0,1500.0,10.77590276463991
4000.0,6.25E-5,2.0,2000.0,10.817609436758145
4000.0,6.25E-5,2.0,2500.0,10.86378267238947
4000.0,6.25E-5,2.0,3000.0,10.911498575290388
4000.0,6.25E-5,2.0,3500.0,10.960100655856564
4000.0,6.25E-5,2.0,4000.0,11.009345238766446
4000.0,6.25E-5,2.0,4500.0,11.058602863141678
4000.0,6.25E-5,2.0,5000.0,11.107860487516913
4000.0,6.25E-5,2.0,5500.0,11.157118111892151
4000.0,6.25E-5,2.0,6000.0,11.20637573626737
4000.0,6.25E-5,2.0,6500.0,11.255633360642598
4000.0,6.25E-5,2.0,7000.0,11.304890985017824
4000.0,6.25E-5,2.0,7500.0,11.354148609393055
4000.0,6.25E-5,2.0,8000.0,11.403406233768273
4000.0,6.25E-5,2.0,8500.0,11.452663858143508
4000.0,6.25E-5,2.0,9000.0,11.50192148251874
4000.0,6.25E-5,2.0,9500.0,11.551179106893962
4000.0,6.25E-5,2.0,10000.0,11.600436731269195
4000.0,6.25E-5,3.0,0.0,4.976053911482777
4000.0,6.25E-5,3.0,500.0,4.952408855049126
4000.0,6.25E-5,3.0,1000.0,4.9345919630589465
4000.0,6.25E-5,3.0,1500.0,4.938727235880174
4000.0,6.25E-5,3.0,2000.0,4.973301158368401
4000.0,6.25E-5,3.0,2500.0,5.020061280922832
4000.0,6.25E-5,3.0,3000.0,5.069872679139005
4000.0,6.25E-5,3.0,3500.0,5.121197309468997
4000.0,6.25E-5,3.0,4000.0,5.174054727401672
4000.0,6.25E-5,3.0,4500.0,5.227341363926522
4000.0,6.25E-5,3.0,5000.0,5.280696662033682
4000.0,6.25E-5,3.0,5500.0,5.334399845481781
4000.0,6.25E-5,3.0,6000.0,5.388374951097464
4000.0,6.25E-5,3.0,6500.0,5.4426049561682
4000.0,6.25E-5,3.0,7000.0,5.4968769864593146
4000.0,6.25E-5,3.0,7500.0,5.551149016750439
4000.0,6.25E-5,3.0,8000.0,5.60542104704156
4000.0,6.25E-5,3.0,8500.0,5.659693077332676
4000.0,6.25E-5,3.0,9000.0,5.7139651076237925
4000.0,6.25E-5,3.0,9500.0,5.7682420365803955
4000.0,6.25E-5,3.0,10000.0,5.822519650396962
4000.0,6.25E-5,4.0,0.0,3.3943618004313443
4000.0,6.25E-5,4.0,500.0,3.3536797870685473
4000.0,6.25E-5,4.0,1000.0,3.315193552216812
4000.0,6.25E-5,4.0,1500.0,3.283187077924119
4000.0,6.25E-5,4.0,2000.0,3.2760533358989283
4000.0,6.25E-5,4.0,2500.0,3.3062250169363656
4000.0,6.25E-5,4.0,3000.0,3.3504696203525723
4000.0,6.25E-5,4.0,3500.0,3.3983073853049115
4000.0,6.25E-5,4.0,4000.0,3.4482979983973125
4000.0,6.25E-5,4.0,4500.0,3.499611248157617
4000.0,6.25E-5,4.0,5000.0,3.55169980927146
4000.0,6.25E-5,4.0,5500.0,3.6042251304595907
4000.0,6.25E-5,4.0,6000.0,3.6573847704481954
4000.0,6.25E-5,4.0,6500.0,3.7111000676308663
4000.0,6.25E-5,4.0,7000.0,3.765051693490373
4000.0,6.25E-5,4.0,7500.0,3.8192152652292237
4000.0,6.25E-5,4.0,8000.0,3.8735494656357514
4000.0,6.25E-5,4.0,8500.0,3.928056414919199
4000.0,6.25E-5,4.0,9000.0,3.9825702589648513
4000.0,6.25E-5,4.0,9500.0,4.0372040783332785
4000.0,6.25E-5,4.0,10000.0,4.092133702516908
4000.0,6.25E-5,5.0,0.0,2.668833217675251
4000.0,6.25E-5,5.0,500.0,2.620674749363813
4000.0,6.25E-5,5.0,1000.0,2.5740649720290163
4000.0,6.25E-5,5.0,1500.0,2.533270622834892
4000.0,6.25E-5,5.0,2000.0,2.507759933241475
4000.0,6.25E-5,5.0,2500.0,2.5088273399542818
4000.0,6.25E-5,5.0,3000.0,2.536773820113766
4000.0,6.25E-5,5.0,3500.0,2.578341064655185
4000.0,6.25E-5,5.0,4000.0,2.625571297079393
4000.0,6.25E-5,5.0,4500.0,2.674779326708917
4000.0,6.25E-5,5.0,5000.0,2.7252675242874416
4000.0,6.25E-5,5.0,5500.0,2.776958295125969
4000.0,6.25E-5,5.0,6000.0,2.829299741034905
4000.0,6.25E-5,5.0,6500.0,2.8820106736595106
4000.0,6.25E-5,5.0,7000.0,2.935320183148189
4000.0,6.25E-5,5.0,7500.0,2.9891796204137577
4000.0,6.25E-5,5.0,8000.0,3.043292251414044
4000.0,6.25E-5,5.0,8500.0,3.0977936721446175
4000.0,6.25E-5,5.0,9000.0,3.1525085815620124
4000.0,6.25E-5,5.0,9500.0,3.2073488689677783
4000.0,6.25E-5,5.0,10000.0,3.262355685267221
4000.0,6.25E-5,6.0,0.0,2.307217506907481
4000.0,6.25E-5,6.0,500.0,2.255676734055273
4000.0,6.25E-5,6.0,1000.0,2.204881793123486
4000.0,6.25E-5,6.0,1500.0,2.1588979604962333
4000.0,6.25E-5,6.0,2000.0,2.1245517450494944
4000.0,6.25E-5,6.0,2500.0,2.1133709910549605
4000.0,6.25E-5,6.0,3000.0,2.1244378655763723
4000.0,6.25E-5,6.0,3500.0,2.155267178149535
4000.0,6.25E-5,6.0,4000.0,2.1962502696071224
4000.0,6.25E-5,6.0,4500.0,2.242291663847154
4000.0,6.25E-5,6.0,5000.0,2.2910477121408084
4000.0,6.25E-5,6.0,5500.0,2.3413025651008685
4000.0,6.25E-5,6.0,6000.0,2.392758156095267
4000.0,6.25E-5,6.0,6500.0,2.444797687710889
4000.0,6.25E-5,6.0,7000.0,2.497470363746494
4000.0,6.25E-5,6.0,7500.0,2.550646055756724
4000.0,6.25E-5,6.0,8000.0,2.604264533192245
4000.0,6.25E-5,6.0,8500.0,2.6582960107299027
4000.0,6.25E-5,6.0,9000.0,2.7125840990043435
4000.0,6.25E-5,6.0,9500.0,2.7671485954564154
4000.0,6.25E-5,6.0,10000.0,2.8221277017328523
4000.0,6.25E-5,7.0,0.0,2.1396572309825928
4000.0,6.25E-5,7.0,500.0,2.086087358441262
4000.0,6.25E-5,7.0,1000.0,2.033242492512264
4000.0,6.25E-5,7.0,1500.0,1.9848748525844089
4000.0,6.25E-5,7.0,2000.0,1.9460640742432158
4000.0,6.25E-5,7.0,2500.0,1.9282396485268398
4000.0,6.25E-5,7.0,3000.0,1.929282053196308
4000.0,6.25E-5,7.0,3500.0,1.9499389713281117
4000.0,6.25E-5,7.0,4000.0,1.9846610078549438
4000.0,6.25E-5,7.0,4500.0,2.026764687884202
4000.0,6.25E-5,7.0,5000.0,2.072423148228086
4000.0,6.25E-5,7.0,5500.0,2.1206567962921663
4000.0,6.25E-5,7.0,6000.0,2.171022347176323
4000.0,6.25E-5,7.0,6500.0,2.222408471800397
4000.0,6.25E-5,7.0,7000.0,2.2743906413060406
4000.0,6.25E-5,7.0,7500.0,2.327090279088379
4000.0,6.25E-5,7.0,8000.0,2.3803070455479047
4000.0,6.25E-5,7.0,8500.0,2.433992078694875
4000.0,6.25E-5,7.0,9000.0,2.488155037269903
4000.0,6.25E-5,7.0,9500.0,2.5424245233589615
4000.0,6.25E-5,7.0,10000.0,2.5969945028886947
4000.0,6.25E-5,8.0,0.0,2.120533052384014
4000.0,6.25E-5,8.0,500.0,2.0654423337406285
4000.0,6.25E-5,8.0,1000.0,2.0109009078470255
4000.0,6.25E-5,8.0,1500.0,1.960344647733917
4000.0,6.25E-5,8.0,2000.0,1.9188185101766921
4000.0,6.25E-5,8.0,2500.0,1.8965506832975878
4000.0,6.25E-5,8.0,3000.0,1.8918074226424326
4000.0,6.25E-5,8.0,3500.0,1.9050133016422457
4000.0,6.25E-5,8.0,4000.0,1.9334201458824398
4000.0,6.25E-5,8.0,4500.0,1.9713479063221604
4000.0,6.25E-5,8.0,5000.0,2.01421554027183
4000.0,6.25E-5,8.0,5500.0,2.0600150152948533
4000.0,6.25E-5,8.0,6000.0,2.108361454589624
4000.0,6.25E-5,8.0,6500.0,2.158522936890412
4000.0,6.25E-5,8.0,7000.0,2.2096247205341415
4000.0,6.25E-5,8.0,7500.0,2.261496245855387
4000.0,6.25E-5,8.0,8000.0,2.314051519230494
4000.0,6.25E-5,8.0,8500.0,2.3671518924768535
4000.0,6.25E-5,8.0,9000.0,2.4208007412257166
4000.0,6.25E-5,8.0,9500.0,2.4749274103455168
4000.0,6.25E-5,8.0,10000.0,2.52919604472899
4000.0,6.25E-5,9.0,0.0,2.0132527934455533
4000.0,6.25E-5,9.0,500.0,1.9576331396709883
4000.0,6.25E-5,9.0,1000.0,1.902347790789863
4000.0,6.25E-5,9.0,1500.0,1.8508952340490081
4000.0,6.25E-5,9.0,2000.0,1.807668833023168
4000.0,6.25E-5,9.0,2500.0,1.7832753356333908
4000.0,6.25E-5,9.0,3000.0,1.7750442040441166
4000.0,6.25E-5,9.0,3500.0,1.7842388475910524
4000.0,6.25E-5,9.0,4000.0,1.8069769853545286
4000.0,6.25E-5,9.0,4500.0,1.8414141232132781
4000.0,6.25E-5,9.0,5000.0,1.881995144745279
4000.0,6.25E-5,9.0,5500.0,1.9259424146538653
4000.0,6.25E-5,9.0,6000.0,1.972555422884624
4000.0,6.25E-5,9.0,6500.0,2.0215063555147754
4000.0,6.25E-5,9.0,7000.0,2.071820635899768
4000.0,6.25E-5,9.0,7500.0,2.1229487805252303
4000.0,6.25E-5,9.0,8000.0,2.1750131451121972
4000.0,6.25E-5,9.0,8500.0,2.2274905140627994
4000.0,6.25E-5,9.0,9000.0,2.280499729329259
4000.0,6.25E-5,9.0,9500.0,2.3341176446154535
4000.0,6.25E-5,9.0,10000.0,2.388280234056894
4000.0,6.25E-5,10.0,0.0,1.9688659482594384
4000.0,6.25E-5,10.0,500.0,1.9122265040617588
4000.0,6.25E-5,10.0,1000.0,1.8562448058833194
4000.0,6.25E-5,10.0,1500.0,1.8041688758769656
4000.0,6.25E-5,10.0,2000.0,1.7594387534918008
4000.0,6.25E-5,10.0,2500.0,1.7333025219804552
4000.0,6.25E-5,10.0,3000.0,1.7228715290501162
4000.0,6.25E-5,10.0,3500.0,1.728747947370508
4000.0,6.25E-5,10.0,4000.0,1.747385272417949
4000.0,6.25E-5,10.0,4500.0,1.7789930444509254
4000.0,6.25E-5,10.0,5000.0,1.8176852009547864
4000.0,6.25E-5,10.0,5500.0,1.8602081881089387
4000.0,6.25E-5,10.0,6000.0,1.9052255400745692
4000.0,6.25E-5,10.0,6500.0,1.953016406648546
4000.0,6.25E-5,10.0,7000.0,2.002341258557677
4000.0,6.25E-5,10.0,7500.0,2.052741779670483
4000.0,6.25E-5,10.0,8000.0,2.1042687533456226
4000.0,6.25E-5,10.0,8500.0,2.1564336859294904
4000.0,6.25E-5,10.0,9000.0,2.209089608284075
4000.0,6.25E-5,10.0,9500.0,2.2623744458117137
4000.0,6.25E-5,10.0,10000.0,2.3159870599310444
4000.0,5.0E-5,1.0,0.0,40.03180936116764
4000.0,5.0E-5,1.0,500.0,40.03556623930787
4000.0,5.0E-5,1.0,1000.0,40.03942542347464
4000.0,5.0E-5,1.0,1500.0,40.04683874142004
4000.0,5.0E-5,1.0,2000.0,40.0587202042941
4000.0,5.0E-5,1.0,2500.0,40.07506823068125
4000.0,5.0E-5,1.0,3000.0,40.09295892433794
4000.0,5.0E-5,1.0,3500.0,40.11173579565994
4000.0,5.0E-5,1.0,4000.0,40.13115516932567
4000.0,5.0E-5,1.0,4500.0,40.15058758445669
4000.0,5.0E-5,1.0,5000.0,40.170019999587744
4000.0,5.0E-5,1.0,5500.0,40.189452414718765
4000.0,5.0E-5,1.0,6000.0,40.20888482984981
4000.0,5.0E-5,1.0,6500.0,40.228317244980865
4000.0,5.0E-5,1.0,7000.0,40.2477496601119
4000.0,5.0E-5,1.0,7500.0,40.26718207524293
4000.0,5.0E-5,1.0,8000.0,40.28661449037396
4000.0,5.0E-5,1.0,8500.0,40.30604690550499
4000.0,5.0E-5,1.0,9000.0,40.32547932063606
4000.0,5.0E-5,1.0,9500.0,40.34491173576708
4000.0,5.0E-5,1.0,10000.0,40.36434415089812
4000.0,5.0E-5,2.0,0.0,7.5258636484673005
4000.0,5.0E-5,2.0,500.0,7.538643951645264
4000.0,5.0E-5,2.0,1000.0,7.562830371653987
4000.0,5.0E-5,2.0,1500.0,7.598574746351145
4000.0,5.0E-5,2.0,2000.0,7.642975817547451
4000.0,5.0E-5,2.0,2500.0,7.691923836605953
4000.0,5.0E-5,2.0,3000.0,7.742414522934014
4000.0,5.0E-5,2.0,3500.0,7.793791386927371
4000.0,5.0E-5,2.0,4000.0,7.845810753264435
4000.0,5.0E-5,2.0,4500.0,7.8978431610668345
4000.0,5.0E-5,2.0,5000.0,7.949875568869228
4000.0,5.0E-5,2.0,5500.0,8.001907976671617
4000.0,5.0E-5,2.0,6000.0,8.053940384474027
4000.0,5.0E-5,2.0,6500.0,8.105972792276418
4000.0,5.0E-5,2.0,7000.0,8.158005200078817
4000.0,5.0E-5,2.0,7500.0,8.210037607881219
4000.0,5.0E-5,2.0,8000.0,8.262070015683607
4000.0,5.0E-5,2.0,8500.0,8.314102423486004
4000.0,5.0E-5,2.0,9000.0,8.366134831288406
4000.0,5.0E-5,2.0,9500.0,8.418167239090804
4000.0,5.0E-5,2.0,10000.0,8.470199646893201
4000.0,5.0E-5,3.0,0.0,2.9422231875779463
4000.0,5.0E-5,3.0,500.0,2.9046268198677976
4000.0,5.0E-5,3.0,1000.0,2.8700786290018763
4000.0,5.0E-5,3.0,1500.0,2.846108608583085
4000.0,5.0E-5,3.0,2000.0,2.860506503840327
4000.0,5.0E-5,3.0,2500.0,2.904319653910743
4000.0,5.0E-5,3.0,3000.0,2.9548014751894858
4000.0,5.0E-5,3.0,3500.0,3.007787757903941
4000.0,5.0E-5,3.0,4000.0,3.0618072770196467
4000.0,5.0E-5,3.0,4500.0,3.116732669246698
4000.0,5.0E-5,3.0,5000.0,3.1718957372782364
4000.0,5.0E-5,3.0,5500.0,3.2272914644268966
4000.0,5.0E-5,3.0,6000.0,3.28297760589532
4000.0,5.0E-5,3.0,6500.0,3.3389645125130882
4000.0,5.0E-5,3.0,7000.0,3.3950916585503945
4000.0,5.0E-5,3.0,7500.0,3.4512510103611596
4000.0,5.0E-5,3.0,8000.0,3.5074103621719344
4000.0,5.0E-5,3.0,8500.0,3.5635697139827025
4000.0,5.0E-5,3.0,9000.0,3.6197290657934693
4000.0,5.0E-5,3.0,9500.0,3.6758913643655253
4000.0,5.0E-5,3.0,10000.0,3.7320562997017457
4000.0,5.0E-5,4.0,0.0,2.0405255360464816
4000.0,5.0E-5,4.0,500.0,1.98798625119984
4000.0,5.0E-5,4.0,1000.0,1.9367878894516246
4000.0,5.0E-5,4.0,1500.0,1.8910527777285377
4000.0,5.0E-5,4.0,2000.0,1.8618408047515806
4000.0,5.0E-5,4.0,2500.0,1.8578034128549203
4000.0,5.0E-5,4.0,3000.0,1.8786015689091506
4000.0,5.0E-5,4.0,3500.0,1.915397355387532
4000.0,5.0E-5,4.0,4000.0,1.9592867733182042
4000.0,5.0E-5,4.0,4500.0,2.0069652894626038
4000.0,5.0E-5,4.0,5000.0,2.0571058394740414
4000.0,5.0E-5,4.0,5500.0,2.10858975154641
4000.0,5.0E-5,4.0,6000.0,2.1612773589538743
4000.0,5.0E-5,4.0,6500.0,2.2148877914021843
4000.0,5.0E-5,4.0,7000.0,2.269194849985874
4000.0,5.0E-5,4.0,7500.0,2.3237574303139565
4000.0,5.0E-5,4.0,8000.0,2.378677768993175
4000.0,5.0E-5,4.0,8500.0,2.4338562951709095
4000.0,5.0E-5,4.0,9000.0,2.48939064076331
4000.0,5.0E-5,4.0,9500.0,2.5450030504271455
4000.0,5.0E-5,4.0,10000.0,2.6008239193502996
4000.0,5.0E-5,5.0,0.0,2.024881694460295
4000.0,5.0E-5,5.0,500.0,1.9680687325388404
4000.0,5.0E-5,5.0,1000.0,1.911492195600918
4000.0,5.0E-5,5.0,1500.0,1.8588062973406365
4000.0,5.0E-5,5.0,2000.0,1.8176720876459354
4000.0,5.0E-5,5.0,2500.0,1.7975730762482853
4000.0,5.0E-5,5.0,3000.0,1.7953423282895642
4000.0,5.0E-5,5.0,3500.0,1.8107290234333844
4000.0,5.0E-5,5.0,4000.0,1.841582154545044
4000.0,5.0E-5,5.0,4500.0,1.8799024651311707
4000.0,5.0E-5,5.0,5000.0,1.9229954615277511
4000.0,5.0E-5,5.0,5500.0,1.9690446223625366
4000.0,5.0E-5,5.0,6000.0,2.016616981326959
4000.0,5.0E-5,5.0,6500.0,2.0657077872752057
4000.0,5.0E-5,5.0,7000.0,2.1162721504262496
4000.0,5.0E-5,5.0,7500.0,2.1679889887622346
4000.0,5.0E-5,5.0,8000.0,2.220391859574294
4000.0,5.0E-5,5.0,8500.0,2.273363891405434
4000.0,5.0E-5,5.0,9000.0,2.3269290355318493
4000.0,5.0E-5,5.0,9500.0,2.381082713986886
4000.0,5.0E-5,5.0,10000.0,2.4353757838571943
4000.0,5.0E-5,6.0,0.0,1.7393062412010016
4000.0,5.0E-5,6.0,500.0,1.6821771680219406
4000.0,5.0E-5,6.0,1000.0,1.6251504008694375
4000.0,5.0E-5,6.0,1500.0,1.5719280541794751
4000.0,5.0E-5,6.0,2000.0,1.5275669360590802
4000.0,5.0E-5,6.0,2500.0,1.501987105324918
4000.0,5.0E-5,6.0,3000.0,1.4917874495093575
4000.0,5.0E-5,6.0,3500.0,1.496806600327413
4000.0,5.0E-5,6.0,4000.0,1.5142795504407434
4000.0,5.0E-5,6.0,4500.0,1.5451448294176648
