SLAVE_INDEX,avgNumPutsBySuccessfulLocalTx,avgPrepareCommandSize,avgGetsPerWrTransaction,MEM_USAGE,avgGetsPerROTransaction,localReadOnlyTxLocalServiceTime,localUpdateTxLocalServiceTime,avgClusteredGetCommandReplySize,percentageWriteTransactions,NUM_KEYS,replicationDegree,throughput,readOnlyTxTotalResponseTime,abortRate,localUpdateTxTotalResponseTime,localReadOnlyTxLocalResponseTime,percentageSuccessWriteTransactions
0,9500,8,13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
